atom_number,atom_id,atom_name,collection_number,series_number,series_id,series_name,proposed_hero_grade,review_lane,signoff_status,ingest_readiness,dominant_verb_seed,counterforce_type_seed,semantic_neutrality_seed,resolution_class_seed,memory_trace_type_seed,approved_for_navicue,approved_for_journey,approved_for_insight,approved_for_practice,structural_score,triage_tier,heat_fit,navicue_fit,journey_fit,insight_fit,practice_fit,repetition_cluster_size,refinement_priority,refinement_reasons,matching_tags,signoff_notes,manual_hero_grade,manual_override_reason,reviewer,reviewed_at
681,archimedes-lever,The Archimedes Lever Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,guide,constraint,high,field-recompose,reorientation,review,review,no,yes,7,composition-sensitive,high-heat,medium,medium,low,high,11,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:drag | input:tap | job:agency | job:boundary | job:regulation | physics:gravitational | physics:structural | physics:subtractive | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
682,one-pixel-tap,The One-Pixel Tap Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,trigger,constraint,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:tap | job:agency | job:regulation | job:release | physics:gravitational | physics:structural | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
683,lead-domino-cascade,The Lead Domino Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,trigger,constraint,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:tap | job:agency | job:boundary | job:regulation | physics:gravitational | physics:structural | physics:subtractive | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
684,resonant-frequency-shatter,The Resonant Frequency Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,clear,constraint,high,field-recompose,reorientation,review,yes,no,yes,7,composition-sensitive,broad,medium,high,low,high,12,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-high | fit:navicue-medium | fit:practice-high | heat:broad | input:scrub | job:agency | job:boundary | job:release | physics:acoustic | physics:gravitational | physics:structural | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
685,unfilled-space-silence,The Unfilled Space Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,witness,entanglement,high,field-recompose,reorientation,review,review,yes,yes,6,composition-sensitive,low-heat,medium,medium,high,high,17,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-high | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:low-heat | input:observe | job:agency | job:boundary | job:temporal | physics:network | physics:temporal | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
686,keystone-removal,The Keystone Removal Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,guide,entanglement,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,broad,medium,medium,low,high,59,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:broad | input:drag | job:agency | job:boundary | job:regulation | physics:gravitational | physics:network | physics:structural | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
687,boiling-point-degree,The Boiling Point Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,trigger,pressure,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:tap | job:agency | job:identity | job:regulation | physics:fluid | physics:gravitational | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
688,acupuncture-needle,The Acupuncture Needle Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,trigger,entanglement,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:tap | job:agency | job:regulation | job:release | physics:fluid | physics:gravitational | physics:network | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
689,trim-tab-correction,The Trim Tab Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,trigger,constraint,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:high-heat | input:tap | job:agency | job:perspective | job:regulation | physics:fluid | physics:gravitational | physics:structural | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
690,apex-economy,The Apex Economy Engine,7,69,minimum-effective-dose,The Minimum Effective Dose,playable,composition-pass,seeded,hold,redirect,constraint,high,seal,closure,review,no,no,yes,6,composition-sensitive,broad,medium,low,low,high,35,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-low | fit:navicue-medium | fit:practice-high | heat:broad | input:swipe | job:agency | job:boundary | job:identity | physics:gravitational | physics:structural | physics:thermal | resolution:seal | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
691,muddy-water-settle,The Muddy Water Engine,7,70,wu-wei-master,The Wu Wei Master,playable,composition-pass,seeded,hold,witness,pressure,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,broad,medium,medium,low,high,17,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:broad | input:observe | job:boundary | job:regulation | job:release | physics:fluid | physics:gravitational | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
692,chinese-finger-trap,The Chinese Finger Trap Engine,7,70,wu-wei-master,The Wu Wei Master,playable,composition-pass,seeded,hold,guide,entanglement,high,field-recompose,reorientation,review,review,no,yes,6,composition-sensitive,broad,medium,medium,low,high,59,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-low | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:broad | input:drag | job:boundary | job:regulation | job:release | physics:fluid | physics:network | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:touch | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
693,unfed-fire-starve,The Unfed Fire Engine,7,70,wu-wei-master,The Wu Wei Master,playable,composition-pass,seeded,hold,witness,entanglement,high,field-recompose,reorientation,review,review,review,yes,6,composition-sensitive,broad,medium,medium,medium,high,17,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple | fit:insight-medium | fit:journey-medium | fit:navicue-medium | fit:practice-high | heat:broad | input:observe | job:boundary | job:regulation | job:release | physics:fluid | physics:network | physics:thermal | resolution:field-recompose | sensor:haptics | sensor:visual,Seeded from structural audit. composition-pass with proposed grade playable. Manual review required before ingest because refinement priority is high.,,,,
