number,id,name,collection_number,series_number,series_name,render_mode,default_scale,surfaces,device_requirements,breath_coupling,continuous,has_resolution,structural_score,triage_tier,complexity_band,dominant_inputs,sensory_profile,resolution_profile,therapeutic_jobs,physics_tags,heat_fit,navicue_fit,journey_fit,insight_fit,practice_fit,repetition_cluster_size,refinement_priority,refinement_reasons,matching_tags
582,shade-tree-canopy,The Shade Tree Engine,6,59,The Legacy Seed,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,boundary|identity|connection,network|structural|optical,low-heat,medium,medium,high,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:boundary|job:connection|job:identity|physics:network|physics:optical|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
583,relay-baton-pass,The Relay Baton Engine,6,59,The Legacy Seed,canvas,full,swipeable,haptics,none,false,true,6,composition-sensitive,simple,swipe,visual|touch|haptics,field-recompose,temporal|boundary|connection,network|structural|temporal,low-heat,medium,medium,medium,high,35,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:swipe|job:boundary|job:connection|job:temporal|physics:network|physics:structural|physics:temporal|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
584,catalyst-drop-grid,The Catalyst Drop Engine,6,59,The Legacy Seed,canvas,full,draggable,haptics,none,false,true,6,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,release|boundary|connection,network|structural|gravitational,broad,medium,medium,low,high,59,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-low|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|job:boundary|job:connection|job:release|physics:gravitational|physics:network|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
585,cornerstone-align,The Cornerstone Engine,6,59,The Legacy Seed,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,seal,boundary|agency|identity,structural|gravitational|network,broad,medium,medium,high,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|job:agency|job:boundary|job:identity|physics:gravitational|physics:network|physics:structural|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
586,time-capsule-vault,The Time Capsule Engine,6,59,The Legacy Seed,canvas,full,drawable|draggable,haptics,none,false,true,7,composition-sensitive,simple,draw|drag,visual|touch|haptics,seal,boundary|temporal|release,structural|optical|temporal,low-heat,medium,medium,high,high,4,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|input:draw|job:boundary|job:release|job:temporal|physics:optical|physics:structural|physics:temporal|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
587,bridge-pillar-span,The Bridge Pillar Engine,6,59,The Legacy Seed,canvas,full,draggable|tappable,haptics,none,false,true,7,composition-sensitive,simple,drag|tap,visual|touch|haptics,field-recompose,connection|temporal|agency,structural|network|temporal,high-heat,medium,medium,medium,high,11,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:high-heat|input:drag|input:tap|job:agency|job:connection|job:temporal|physics:network|physics:structural|physics:temporal|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
588,endowment-purge,The Endowment Purge Engine,6,59,The Legacy Seed,canvas,full,pinchable,haptics,none,false,true,6,composition-sensitive,simple,pinch,visual|touch|haptics,field-recompose,boundary|identity|connection,structural|gravitational|network,broad,medium,low,high,high,12,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-low|fit:navicue-medium|fit:practice-high|heat:broad|input:pinch|job:boundary|job:connection|job:identity|physics:gravitational|physics:network|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
589,orbit-launch-escape,The Orbit Launch Engine,6,59,The Legacy Seed,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,release|boundary|agency,structural|network|gravitational,broad,medium,high,medium,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|job:agency|job:boundary|job:release|physics:gravitational|physics:network|physics:structural|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
590,unknown-benefactor,The Unknown Benefactor Engine,6,59,The Legacy Seed,canvas,full,draggable|drawable,haptics,none,false,true,7,composition-sensitive,simple,draw|drag,visual|touch|haptics,seal,identity|release|boundary,structural|optical|network,low-heat,medium,medium,high,high,4,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|input:draw|job:boundary|job:identity|job:release|physics:network|physics:optical|physics:structural|resolution:seal|sensor:haptics|sensor:touch|sensor:visual
591,upstream-swim,The Upstream Swim Engine,6,60,The Eternal River,canvas,full,swipeable|observable,haptics,none,false,true,7,composition-sensitive,simple,swipe|observe,visual|touch|haptics,state-morph,release|connection|identity,fluid|gravitational|network,broad,medium,medium,high,high,3,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:observe|input:swipe|job:connection|job:identity|job:release|physics:fluid|physics:gravitational|physics:network|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
592,rigid-boulder-liquefy,The Rigid Boulder Engine,6,60,The Eternal River,canvas,full,tappable,haptics,none,false,true,6,composition-sensitive,simple,tap,visual|touch|haptics,state-morph,connection|release|identity,fluid|network|gravitational,high-heat,medium,medium,medium,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:high-heat|input:tap|job:connection|job:identity|job:release|physics:fluid|physics:gravitational|physics:network|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
593,eddy-escape,The Eddy Escape Engine,6,60,The Eternal River,canvas,full,swipeable,haptics,none,false,true,6,composition-sensitive,simple,swipe,visual|touch|haptics,state-morph,regulation|agency|release,fluid|network|gravitational,broad,medium,medium,low,high,35,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-low|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:swipe|job:agency|job:regulation|job:release|physics:fluid|physics:gravitational|physics:network|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
594,cataract-plunge,The Cataract Plunge Engine,6,60,The Eternal River,canvas,full,draggable|observable,haptics,none,false,true,7,composition-sensitive,simple,drag|observe,visual|touch|haptics,state-morph,regulation|identity|release,fluid|gravitational|network,broad,medium,medium,high,high,3,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-high|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|input:observe|job:identity|job:regulation|job:release|physics:fluid|physics:gravitational|physics:network|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
595,confluence-merge,The Confluence Merge Engine,6,60,The Eternal River,canvas,full,draggable,haptics,none,true,true,7,composition-sensitive,simple,drag,visual|touch|haptics,state-morph,identity|release|connection,fluid|gravitational|thermal,broad,medium,high,medium,high,87,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:drag|job:connection|job:identity|job:release|physics:fluid|physics:gravitational|physics:thermal|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
596,deep-channel-focus,The Deep Channel Engine,6,60,The Eternal River,canvas,full,pinchable,haptics,none,true,true,7,composition-sensitive,simple,pinch,visual|touch|haptics,state-morph,release|connection|focus,fluid|gravitational|thermal,broad,medium,high,medium,high,30,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:pinch|job:connection|job:focus|job:release|physics:fluid|physics:gravitational|physics:thermal|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
597,meander-curve,The Meander Curve Engine,6,60,The Eternal River,canvas,full,drawable,haptics,none,true,true,7,composition-sensitive,simple,draw,visual|touch|haptics,state-morph,release|connection|identity,fluid|gravitational|network,broad,medium,high,high,high,11,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-high|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:draw|job:connection|job:identity|job:release|physics:fluid|physics:gravitational|physics:network|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
598,ice-carapace-shatter,The Ice Carapace Engine,6,60,The Eternal River,canvas,full,tappable,haptics,none,false,true,6,composition-sensitive,simple,tap,visual|touch|haptics,state-morph,release|regulation|agency,fluid|thermal|gravitational,high-heat,medium,medium,low,high,55,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-low|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:high-heat|input:tap|job:agency|job:regulation|job:release|physics:fluid|physics:gravitational|physics:thermal|resolution:state-morph|sensor:haptics|sensor:touch|sensor:visual
599,delta-dispersion,The Delta Dispersion Engine,6,60,The Eternal River,canvas,full,observable,haptics,none,true,true,7,composition-sensitive,simple,observe,visual|haptics,state-morph,release|agency|identity,fluid|gravitational|thermal,broad,medium,high,medium,high,6,medium,"Quality likely depends on stronger composition, scale, and payoff.",complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-medium|fit:practice-high|heat:broad|input:observe|job:agency|job:identity|job:release|physics:fluid|physics:gravitational|physics:thermal|resolution:state-morph|sensor:haptics|sensor:visual
600,eternal-ocean,The Eternal Ocean Engine,6,60,The Eternal River,canvas,full,observable,haptics,modulates,true,true,8,hero-candidate,simple,observe|breath,visual|breath|haptics,seal,release|boundary|connection,fluid|network|gravitational,high-heat,high,high,medium,high,1,low,,complexity:simple|fit:insight-medium|fit:journey-high|fit:navicue-high|fit:practice-high|heat:high-heat|input:breath|input:observe|job:boundary|job:connection|job:release|physics:fluid|physics:gravitational|physics:network|resolution:seal|sensor:breath|sensor:haptics|sensor:visual
601,linear-strike-redirect,The Linear Strike Engine,7,61,The Aikido Redirect,canvas,full,swipeable,haptics,none,false,true,6,composition-sensitive,simple,swipe,visual|touch|haptics,field-recompose,boundary|perspective|temporal,network|thermal,broad,medium,medium,medium,high,35,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:broad|input:swipe|job:boundary|job:perspective|job:temporal|physics:network|physics:thermal|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
602,heavy-momentum-throw,The Heavy Momentum Engine,7,61,The Aikido Redirect,canvas,full,draggable,haptics,none,false,true,6,composition-sensitive,simple,drag,visual|touch|haptics,field-recompose,boundary|temporal|agency,gravitational|temporal|thermal,low-heat,medium,medium,medium,high,59,high,"Quality likely depends on stronger composition, scale, and payoff. | Over-represented interaction signature risks sameness.",complexity:simple|fit:insight-medium|fit:journey-medium|fit:navicue-medium|fit:practice-high|heat:low-heat|input:drag|job:agency|job:boundary|job:temporal|physics:gravitational|physics:temporal|physics:thermal|resolution:field-recompose|sensor:haptics|sensor:touch|sensor:visual
